rel_doi	rel_site	rel_date	type	category	rel_num_authors	ym
10.1101/2020.02.22.20026815	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-02
10.1101/2020.02.23.20026963	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-02
10.1101/2020.02.24.20027326	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-02
10.1101/2020.02.21.20026559	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	epidemiology	13	2020-02
10.1101/2020.02.23.20024802	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	epidemiology	3	2020-02
10.1101/2020.02.24.20026773	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	epidemiology	6	2020-02
10.1101/2020.02.21.20026468	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	epidemiology	5	2020-02
10.1101/2020.02.21.20026435	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	epidemiology	7	2020-02
10.1101/2020.02.24.20027268	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	epidemiology	3	2020-02
10.1101/2020.02.24.20027375	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	epidemiology	6	2020-02
10.1101/2020.02.22.20023267	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	epidemiology	1	2020-02
10.1101/2020.02.23.20026872	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	24	2020-02
10.1101/2020.02.23.20026930	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	radiology and imaging	14	2020-02
10.1101/2020.02.24.20027201	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	nephrology	14	2020-02
10.1101/2020.02.22.20025320	medRxiv	2020-02-25	PUBLISHAHEADOFPRINT	oncology	4	2020-02
10.1101/2020.02.26.20027938	medRxiv	2020-02-26	PUBLISHAHEADOFPRINT	public and global health	8	2020-02
10.1101/2020.02.24.20025437	medRxiv	2020-02-26	PUBLISHAHEADOFPRINT	genetic and genomic medicine	8	2020-02
10.1101/2020.02.24.20026682	medRxiv	2020-02-26	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-02
10.1101/2020.02.25.20027953	medRxiv	2020-02-26	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-02
10.1101/2020.02.25.20021568	medRxiv	2020-02-26	PUBLISHAHEADOFPRINT	infectious diseases	18	2020-02
10.1101/2020.02.23.20026690	medRxiv	2020-02-26	PUBLISHAHEADOFPRINT	allergy and immunology	13	2020-02
10.1101/2020.02.26.20028076	medRxiv	2020-02-26	PUBLISHAHEADOFPRINT	epidemiology	4	2020-02
10.1101/2020.02.21.20026229	medRxiv	2020-02-26	PUBLISHAHEADOFPRINT	epidemiology	7	2020-02
10.1101/2020.02.26.20028191	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	infectious diseases	28	2020-02
10.1101/2020.02.26.20028225	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	infectious diseases	16	2020-02
10.1101/2020.02.26.20028308	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-02
10.1101/2020.02.25.20027672	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	epidemiology	8	2020-02
10.1101/2020.02.26.20028167	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	epidemiology	2	2020-02
10.1101/2020.02.25.20028043	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	public and global health	12	2020-02
10.1101/2020.02.25.20027763	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	respiratory medicine	14	2020-02
10.1101/2020.02.25.20027664	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	respiratory medicine	47	2020-02
10.1101/2020.02.24.20027649	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-02
10.1101/2020.02.25.20025643	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-02
10.1101/2020.02.25.20027755	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-02
10.1101/2020.02.26.20026989	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	7	2020-02
10.1101/2020.02.24.20027052	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	cardiovascular medicine	9	2020-02
10.1101/2020.02.26.20026971	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	gastroenterology	8	2020-02
10.1101/2020.02.24.20027623	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	public and global health	21	2020-02
10.1101/2020.02.26.20028217	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-02
10.1101/2020.02.25.20027433	medRxiv	2020-02-27	PUBLISHAHEADOFPRINT	epidemiology	4	2020-02
10.1101/2020.02.22.951178	bioRxiv	2020-02-27	new results	bioinformatics	10	2020-02
10.1101/2020.02.22.961268	bioRxiv	2020-02-27	new results	molecular biology	6	2020-02
10.1101/2020.02.25.963546	bioRxiv	2020-02-27	new results	immunology	16	2020-02
10.1101/2020.02.24.963348	bioRxiv	2020-02-27	new results	microbiology	1	2020-02
10.1101/2020.02.26.964882	bioRxiv	2020-02-27	new results	biochemistry	31	2020-02
10.1101/2020.02.25.965434	bioRxiv	2020-02-27	new results	immunology	6	2020-02
10.1101/2020.02.25.964775	bioRxiv	2020-02-27	new results	microbiology	17	2020-02
10.1101/2020.02.27.967760	bioRxiv	2020-02-27	new results	genomics	4	2020-02
10.1101/2020.02.27.967885	bioRxiv	2020-02-28	new results	bioinformatics	5	2020-02
10.1101/2020.02.27.20029009	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-02
10.1101/2020.02.26.20028571	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	epidemiology	1	2020-02
10.1101/2020.02.27.20028639	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	epidemiology	2	2020-02
10.1101/2020.02.27.20028829	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	epidemiology	5	2020-02
10.1101/2020.02.27.20028928	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	epidemiology	4	2020-02
10.1101/2020.02.27.20027524	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	respiratory medicine	11	2020-02
10.1101/2020.02.26.20028589	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	respiratory medicine	18	2020-02
10.1101/2020.02.27.20027557	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	infectious diseases	24	2020-02
10.1101/2020.02.25.20027615	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-02
10.1101/2020.02.26.20028472	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-02
10.1101/2020.02.26.20028373	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-02
10.1101/2020.02.27.20028530	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-02
10.1101/2020.02.26.20028449	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	epidemiology	13	2020-02
10.1101/2020.02.25.20024398	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	epidemiology	7	2020-02
10.1101/2020.02.27.20027169	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	public and global health	7	2020-02
10.1101/2020.02.26.20028084	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	public and global health	9	2020-02
10.1101/2020.02.24.20027474	medRxiv	2020-02-29	PUBLISHAHEADOFPRINT	epidemiology	1	2020-02
10.1101/2020.02.28.20029173	medRxiv	2020-03-01	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-03
10.1101/2020.02.27.20028027	medRxiv	2020-03-01	PUBLISHAHEADOFPRINT	epidemiology	0	2020-03
10.1101/2020.02.27.20028787	medRxiv	2020-03-01	PUBLISHAHEADOFPRINT	epidemiology	7	2020-03
10.1101/2020.02.26.20028431	medRxiv	2020-03-01	PUBLISHAHEADOFPRINT	epidemiology	5	2020-03
10.1101/2020.02.25.965582	bioRxiv	2020-03-02	new results	microbiology	9	2020-03
10.1101/2020.02.26.967026	bioRxiv	2020-03-02	new results	genomics	5	2020-03
10.1101/2020.02.28.970343	bioRxiv	2020-03-02	new results	immunology	7	2020-03
10.1101/2020.02.29.971101	bioRxiv	2020-03-02	new results	microbiology	26	2020-03
10.1101/2020.02.27.967588	bioRxiv	2020-03-02	new results	bioinformatics	8	2020-03
10.1101/2020.02.27.969006	bioRxiv	2020-03-02	new results	genomics	5	2020-03
10.1101/2020.03.01.971499	bioRxiv	2020-03-02	new results	microbiology	12	2020-03
10.1101/2020.02.27.968008	bioRxiv	2020-03-02	new results	molecular biology	6	2020-03
10.1101/2020.02.29.965418	bioRxiv	2020-03-02	new results	biophysics	1	2020-03
10.1101/2020.02.26.961938	bioRxiv	2020-03-02	new results	bioinformatics	3	2020-03
10.1101/2020.02.27.967422	bioRxiv	2020-03-02	new results	immunology	3	2020-03
10.1101/2020.02.29.971127	bioRxiv	2020-03-02	new results	molecular biology	3	2020-03
10.1101/2020.02.29.971093	bioRxiv	2020-03-02	new results	biochemistry	12	2020-03
10.1101/2020.03.02.20030130	medRxiv	2020-03-02	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-03
10.1101/2020.03.02.20030080	medRxiv	2020-03-02	PUBLISHAHEADOFPRINT	epidemiology	8	2020-03
10.1101/2020.03.01.20029611	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	0	2020-03
10.1101/2020.03.02.20029306	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-03
10.1101/2020.03.01.20029819	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	epidemiology	8	2020-03
10.1101/2020.02.29.20029322	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	24	2020-03
10.1101/2020.02.29.20029413	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	public and global health	4	2020-03
10.1101/2020.02.29.20029561	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	public and global health	2	2020-03
10.1101/2020.02.28.20029181	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	10	2020-03
10.1101/2020.03.03.962332	bioRxiv	2020-03-03	new results	bioinformatics	14	2020-03
10.1101/2020.02.29.20029421	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-03
10.1101/2020.03.02.968388	bioRxiv	2020-03-03	new results	molecular biology	7	2020-03
10.1101/2020.02.28.20028514	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-03
10.1101/2020.03.02.973255	bioRxiv	2020-03-03	new results	bioinformatics	5	2020-03
10.1101/2020.02.28.20029025	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	12	2020-03
10.1101/2020.03.02.972935	bioRxiv	2020-03-03	new results	microbiology	32	2020-03
10.1101/2020.02.29.20029603	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	21	2020-03
10.1101/2020.02.29.20029520	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	12	2020-03
10.1101/2020.03.02.20030189	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	24	2020-03
10.1101/2020.02.29.20027698	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	epidemiology	20	2020-03
10.1101/2020.02.28.20028068	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	epidemiology	28	2020-03
10.1101/2020.03.02.20027599	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	epidemiology	18	2020-03
10.1101/2020.02.28.20029272	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	epidemiology	9	2020-03
10.1101/2020.03.02.20030064	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	epidemiology	5	2020-03
10.1101/2020.02.28.20028555	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	respiratory medicine	7	2020-03
10.1101/2020.03.01.20029397	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	respiratory medicine	19	2020-03
10.1101/2020.02.26.20027797	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-03
10.1101/2020.02.29.20029348	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-03
10.1101/2020.02.28.20029199	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	24	2020-03
10.1101/2020.03.01.20029074	medRxiv	2020-03-03	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-03
10.1101/2020.03.03.20028423	medRxiv	2020-03-04	PUBLISHAHEADOFPRINT	infectious diseases	22	2020-03
10.1101/2020.03.04.975995	bioRxiv	2020-03-04	new results	evolutionary biology	1	2020-03
10.1101/2020.03.02.20028704	medRxiv	2020-03-05	PUBLISHAHEADOFPRINT	infectious diseases	12	2020-03
10.1101/2020.03.02.972927	bioRxiv	2020-03-05	new results	microbiology	8	2020-03
10.1101/2020.03.02.968818	bioRxiv	2020-03-05	new results	microbiology	18	2020-03
10.1101/2020.03.02.974139	bioRxiv	2020-03-05	new results	microbiology	13	2020-03
10.1101/2020.03.03.975524	bioRxiv	2020-03-05	confirmatory results	bioinformatics	3	2020-03
10.1101/2020.03.02.20030320	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	7	2020-03
10.1101/2020.03.02.20030148	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	public and global health	9	2020-03
10.1101/2020.03.04.20031005	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	22	2020-03
10.1101/2020.03.04.20031039	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-03
10.1101/2020.03.04.20031120	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-03
10.1101/2020.03.04.20031047	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	cardiovascular medicine	12	2020-03
10.1101/2020.03.03.20030833	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	7	2020-03
10.1101/2020.03.04.20031112	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	5	2020-03
10.1101/2020.03.04.20031104	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	7	2020-03
10.1101/2020.03.04.20030973	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	public and global health	5	2020-03
10.1101/2020.03.03.20030775	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	radiology and imaging	4	2020-03
10.1101/2020.03.03.20030858	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-03
10.1101/2020.03.04.20030916	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-03
10.1101/2020.03.03.20030874	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-03
10.1101/2020.03.02.20030312	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	9	2020-03
10.1101/2020.03.03.20030650	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-03
10.1101/2020.03.03.20030668	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	18	2020-03
10.1101/2020.03.03.20030445	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	9	2020-03
10.1101/2020.03.02.20030452	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	respiratory medicine	8	2020-03
10.1101/2020.03.02.20030288	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	occupational and environmental health	3	2020-03
10.1101/2020.03.01.20029769	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-03
10.1101/2020.03.01.20029785	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	19	2020-03
10.1101/2020.03.03.20029843	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	12	2020-03
10.1101/2020.03.02.20030007	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-03
10.1101/2020.03.02.20030049	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-03
10.1101/2020.03.01.20029884	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	2	2020-03
10.1101/2020.03.02.20029975	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	22	2020-03
10.1101/2020.03.03.20030437	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	24	2020-03
10.1101/2020.03.01.20029645	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	3	2020-03
10.1101/2020.03.03.20029983	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	11	2020-03
10.1101/2020.03.02.20029868	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	8	2020-03
10.1101/2020.03.04.20031187	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	4	2020-03
10.1101/2020.03.03.20030627	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	6	2020-03
10.1101/2020.03.03.20030593	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	12	2020-03
10.1101/2020.03.03.20030353	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	respiratory medicine	20	2020-03
10.1101/2020.03.04.20030395	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	respiratory medicine	20	2020-03
10.1101/2020.03.01.20028944	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	1	2020-03
10.1101/2020.03.04.20026005	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	14	2020-03
10.1101/2020.02.29.20029439	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	23	2020-03
10.1101/2020.03.01.20029629	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-03
10.1101/2020.03.02.20026708	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	19	2020-03
10.1101/2020.03.01.20029801	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	epidemiology	2	2020-03
10.1101/2020.02.29.20029462	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	11	2020-03
10.1101/2020.03.04.20029538	medRxiv	2020-03-06	PUBLISHAHEADOFPRINT	infectious diseases	15	2020-03
10.1101/2020.03.02.974311	bioRxiv	2020-03-06	new results	evolutionary biology	4	2020-03
10.1101/2020.03.05.20031476	medRxiv	2020-03-07	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-03
10.1101/2020.03.05.976167	bioRxiv	2020-03-07	new results	microbiology	15	2020-03
10.1101/2020.03.04.976027	bioRxiv	2020-03-07	new results	bioinformatics	8	2020-03
10.1101/2020.03.04.976258	bioRxiv	2020-03-07	new results	microbiology	1	2020-03
10.1101/2020.03.04.977736	bioRxiv	2020-03-07	new results	microbiology	5	2020-03
10.1101/2020.03.05.979260	bioRxiv	2020-03-07	new results	microbiology	23	2020-03
10.1101/2020.03.06.980037	bioRxiv	2020-03-07	new results	microbiology	11	2020-03
10.1101/2020.03.06.977876	bioRxiv	2020-03-07	new results	molecular biology	14	2020-03
10.1101/2020.03.04.976662	bioRxiv	2020-03-07	new results	evolutionary biology	12	2020-03
10.1101/2020.03.07.981928	bioRxiv	2020-03-08	new results	biochemistry	9	2020-03
10.1101/2020.03.06.20032144	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-03
10.1101/2020.03.05.20032011	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	infectious diseases	30	2020-03
10.1101/2020.03.05.20031906	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-03
10.1101/2020.03.06.20031955	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	epidemiology	33	2020-03
10.1101/2020.03.06.20032177	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	epidemiology	11	2020-03
10.1101/2020.03.05.20032003	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	6	2020-03
10.1101/2020.03.05.20031872	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	public and global health	4	2020-03
10.1101/2020.03.05.20031898	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	public and global health	3	2020-03
10.1101/2020.03.05.20031815	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-03
10.1101/2020.03.05.20031740	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	epidemiology	5	2020-03
10.1101/2020.03.05.20031849	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	epidemiology	18	2020-03
10.1101/2020.03.06.20031880	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	epidemiology	7	2020-03
10.1101/2020.03.05.20031591	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	public and global health	19	2020-03
10.1101/2020.03.04.20031401	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	public and global health	12	2020-03
10.1101/2020.03.04.20031237	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	epidemiology	3	2020-03
10.1101/2020.03.05.20031518	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	radiology and imaging	10	2020-03
10.1101/2020.03.06.20031278	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	neurology	0	2020-03
10.1101/2020.03.05.20031088	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-03
10.1101/2020.03.05.20030502	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	infectious diseases	17	2020-03
10.1101/2020.03.06.20031856	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	infectious diseases	4	2020-03
10.1101/2020.03.06.20029793	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	epidemiology	6	2020-03
10.1101/2020.03.05.20031773	medRxiv	2020-03-08	PUBLISHAHEADOFPRINT	epidemiology	10	2020-03
10.1101/2020.03.03.972133	bioRxiv	2020-03-08	new results	pharmacology and toxicology	6	2020-03
10.1101/2020.03.07.982264	bioRxiv	2020-03-09	new results	microbiology	8	2020-03
10.1101/2020.03.04.20030965	medRxiv	2020-03-09	PUBLISHAHEADOFPRINT	intensive care and critical care medicine	9	2020-03
10.1101/2020.03.05.20031971	medRxiv	2020-03-09	PUBLISHAHEADOFPRINT	public and global health	5	2020-03
10.1101/2020.03.08.980383	bioRxiv	2020-03-10	new results	biochemistry	5	2020-03
10.1101/2020.03.10.985150	bioRxiv	2020-03-10	new results	microbiology	5	2020-03
10.1101/2020.03.08.982637	bioRxiv	2020-03-10	new results	microbiology	15	2020-03
10.1101/2020.03.10.985499	bioRxiv	2020-03-10	new results	immunology	1	2020-03
10.1101/2020.03.06.20032425	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	psychiatry and clinical psychology	12	2020-03
10.1101/2020.03.07.20032599	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	nephrology	17	2020-03
10.1101/2020.03.07.20032326	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-03
10.1101/2020.03.09.20033217	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	13	2020-03
10.1101/2020.03.06.20031377	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-03
10.1101/2020.03.07.20031393	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-03
10.1101/2020.03.08.20031229	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-03
10.1101/2020.03.08.20029710	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-03
10.1101/2020.03.06.20032334	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	18	2020-03
10.1101/2020.03.08.20032847	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	5	2020-03
10.1101/2020.03.08.20031658	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	9	2020-03
10.1101/2020.03.06.20032417	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	6	2020-03
10.1101/2020.03.07.20032573	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	7	2020-03
10.1101/2020.03.07.20032672	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-03
10.1101/2020.03.09.20033183	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	infectious diseases	3	2020-03
10.1101/2020.03.08.20032854	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	epidemiology	2	2020-03
10.1101/2020.03.08.20030643	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	epidemiology	7	2020-03
10.1101/2020.03.07.20031575	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	epidemiology	12	2020-03
10.1101/2020.03.07.20032524	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	epidemiology	15	2020-03
10.1101/2020.03.09.20032219	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	epidemiology	6	2020-03
10.1101/2020.03.08.20032821	medRxiv	2020-03-10	PUBLISHAHEADOFPRINT	epidemiology	3	2020-03
10.1101/2020.03.09.983247	bioRxiv	2020-03-12	new results	microbiology	16	2020-03
10.1101/2020.03.09.983064	bioRxiv	2020-03-12	new results	microbiology	7	2020-03
10.1101/2020.03.10.986398	bioRxiv	2020-03-12	new results	molecular biology	3	2020-03
10.1101/2020.03.11.987958	bioRxiv	2020-03-12	new results	microbiology	10	2020-03
10.1101/2020.03.11.987016	bioRxiv	2020-03-12	new results	microbiology	8	2020-03
10.1101/2020.03.11.986836	bioRxiv	2020-03-12	new results	systems biology	29	2020-03
10.1101/2020.03.10.986190	bioRxiv	2020-03-12	new results	molecular biology	1	2020-03
10.1101/2020.03.11.983056	bioRxiv	2020-03-12	new results	microbiology	25	2020-03
10.1101/2020.03.11.987222	bioRxiv	2020-03-12	new results	microbiology	16	2020-03
10.1101/2020.03.10.20032995	medRxiv	2020-03-12	PUBLISHAHEADOFPRINT	health policy	2	2020-03
10.1101/2020.03.06.20032342	medRxiv	2020-03-12	PUBLISHAHEADOFPRINT	infectious diseases	8	2020-03
